,Id2,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUS_UNITS,OCC_HOUS_UNITS,VAC_HOUS_UNITS,Number; SEX AND AGE - Total population - Median age (years),Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Male population - Median age (years),Percent; SEX AND AGE - Female population,Number; SEX AND AGE - Female population - Median age (years),Number; HOUSEHOLDS BY TYPE - Total households - Average household size,Number; HOUSEHOLDS BY TYPE - Total households - Average family size [7],Number; HOUSING OCCUPANCY - Total housing units - Homeowner vacancy rate (percent) [8],Number; HOUSING OCCUPANCY - Total housing units - Rental vacancy rate (percent) [9],Percent; HOUSING TENURE - Occupied housing units - Owner-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Owner-occupied housing units - Average household size of owner-occupied units,Percent; HOUSING TENURE - Occupied housing units - Renter-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Renter-occupied housing units - Average household size of renter-occupied units,In labor force; Estimate; Population 16 years and over,Employed; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_x,In labor force; Estimate; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Total; Estimate; Households,Median income (dollars); Estimate; Households,Total; Estimate; One race-- - White,Median income (dollars); Estimate; One race-- - White,Total; Estimate; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Total; Estimate; Two or more races,Median income (dollars); Estimate; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_y,Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher
2054,12086000214,5941,1874,2028,1624,6,272,4,10,123,4364,1541,1332,1174,6,222,4,6,79,2698,2159,539,35.7,47.3,33.7,52.7,37.2,2.75,3.46,2.9,9.5,53.7,2.69,46.3,2.81,69.7,63.1,9.4,60.4,54.5,9.8,82,72.6,11.5,-,-,-,100,100,0,-,-,-,76.1,76.1,0,-,-,-,1521,72.3,65.5,9.5,2009,35521,60.3,33750,35.2,33750,0,-,2,-,0,-,2.5,58438,0,-,34.8,29900,46.1,18.7,27.5,4.7
2055,12086000215,3706,576,211,2771,6,68,0,4,70,2712,439,188,1964,3,61,0,4,53,1297,1164,133,31.8,49.3,31.0,50.7,33.1,3.18,3.82,2.8,12,44.3,3.58,55.7,2.87,61.5,56.2,8.5,61.8,53.6,13.3,62,56.7,8.6,100,100,0,55.4,55.4,0,-,-,-,54.6,54.6,0,-,-,-,725,49.5,46.8,5.6,1097,32255,18,57361,76.8,31382,1.1,-,1.7,-,0,-,2.4,-,0,-,17,65768,30.8,10.7,11.9,3.7
2056,12086000216,4100,787,205,2852,4,137,0,22,93,3078,626,179,2070,2,115,0,12,74,1133,1073,60,36.1,47.6,33.4,52.4,38.1,3.82,4.1,1.8,4.9,78.3,3.93,21.7,3.41,63.1,56,11.3,62.1,56.4,9.3,62.7,55.8,11,-,-,-,67.3,56,16.8,-,-,-,48,48,0,100,68.8,31.3,499,60.7,51.9,14.5,985,42893,20,31208,74.7,43152,0,-,3,72794,0,-,0,-,2.2,44792,20.4,53375,12.8,18.8,5.9,14.3
2057,12086000217,5829,968,215,4348,15,128,1,17,137,4222,750,172,3085,8,111,0,8,88,1776,1650,126,32.1,46.6,29.9,53.4,34.1,3.53,3.92,1.9,7.8,50.1,3.91,49.9,3.14,65.8,60.7,7.7,58.7,55.5,5.4,66.2,61.3,7.4,-,-,-,89.6,89.6,0,-,-,-,74.1,24.1,67.4,100,100,0,805,63,54.8,13,1620,43684,18.7,39426,75.4,47000,0,-,2,93125,0,-,2.7,21853,1.2,-,20,38546,26.7,9.8,6.6,4.1
2058,12086000218,3431,575,160,2605,5,34,0,10,42,2553,460,141,1886,1,25,0,7,33,1025,942,83,34.0,47.8,33.7,52.2,34.2,3.64,3.98,2.3,11.6,58.7,3.96,41.3,3.2,59.5,53.1,10.7,69.3,69.3,0,64.9,56.2,13.5,-,-,-,100,100,0,-,-,-,28.7,28.7,0,-,-,-,896,50.6,50.6,0,1053,34672,14.5,48221,64.7,33968,0,-,1.4,-,0,-,19.4,60405,0,-,24.3,48654,32.9,23.9,8.8,0
2059,12086000219,4643,1387,454,2572,23,87,0,25,95,3474,1073,402,1835,9,69,0,14,72,1878,1638,240,33.6,48.5,32.8,51.5,34.0,2.73,3.36,5.5,9.9,27,2.98,73,2.64,65.3,59.7,8.6,58.9,56.7,3.7,66.9,58,13.3,45.2,45.2,0,67.2,67.2,0,-,-,-,93.1,93.1,0,74.4,74.4,0,979,68.2,66.6,2.4,1662,28373,36.9,27031,53.7,27788,0,-,2.5,45898,0,-,6.3,30669,0.7,-,30.3,27051,33.2,19.6,21.5,11.9
2060,12086000220,4713,1112,401,3007,13,75,2,13,90,3430,864,339,2075,7,61,2,10,72,1667,1442,225,32.3,48.9,30.9,51.1,33.4,3.26,3.81,4.8,15,40,3.28,60,3.25,69.5,64.2,7.7,69.9,63.6,9,67.1,62.2,7.4,-,-,-,65.9,32.9,50,-,-,-,87.3,87.3,0,68.8,68.8,0,743,76.6,72.9,4.7,1340,37727,27.5,43785,58.5,27939,0,-,1.1,-,0,-,11.5,62151,1.3,-,24.1,61366,19.4,22.4,20.6,13.5
2061,12086000301,7527,1422,669,5084,9,148,4,23,168,5603,1118,596,3616,5,125,4,17,122,2499,2192,307,34.3,47.4,32.8,52.6,35.7,3.37,3.83,2.7,9.7,64.6,3.59,35.4,2.96,68.6,60.8,11.4,58.1,54.2,6.7,72.8,64.7,11.1,-,-,-,57.8,41.4,28.4,-,-,-,63.7,44.9,29.6,100,100,0,1218,63.8,52.9,17.1,1922,47259,23.5,72961,69.2,42241,0,-,1.6,67500,0,-,4.6,45056,1.2,-,20.2,55625,29.8,13.8,14.9,8.2
2062,12086000302,2473,705,188,1445,1,88,3,10,33,1838,514,172,1042,1,72,3,8,26,709,656,53,35.7,47.4,33.8,52.6,37.1,3.74,3.96,1.1,4.5,84.3,3.74,15.7,3.74,72.1,66.6,7.7,82.5,79.1,4.2,67.4,61.6,8.5,-,-,-,43.9,43.9,0,-,-,-,100,41.7,58.3,-,-,-,467,90.6,84.8,6.4,635,60964,38.3,66076,58.3,53864,0,-,1.9,52143,0,-,1.6,-,0,-,29.1,66840,7.2,1.8,7.9,0
2063,12086000305,7808,1133,516,5871,12,80,3,21,172,5563,892,456,3986,10,68,2,13,136,2584,2331,253,32.9,46.7,31.3,53.3,34.2,3.19,3.71,2,12.3,38.5,3.31,61.5,3.11,65.4,54.6,16.1,49.9,43,13.7,68.9,56.4,17.5,-,-,-,83.3,83.3,0,-,-,-,100,100,0,82.9,82.9,0,847,57,50.3,11.8,2203,34006,23.9,28147,73.9,36559,0,-,0.4,-,0,-,1.1,-,0.6,-,17.4,28015,22.4,26.8,8.9,9.2
2064,12086000306,5420,1245,526,3476,10,50,2,12,99,4017,980,465,2445,6,38,2,5,76,2031,1810,221,36.0,47.4,36.6,52.6,35.4,2.87,3.51,2.7,11.2,34.9,3.05,65.1,2.77,60.9,52.3,14,55.4,51.1,7.9,60.6,50.4,16.8,-,-,-,-,-,-,-,-,-,74.6,66.3,11.1,100,100,0,1017,63.9,59.4,7.1,1701,26550,26.3,40774,65.6,22500,0,-,0,-,0,-,7.9,42206,0.2,-,22.9,36875,47.4,15.9,23.2,0
2065,12086000307,4786,1444,258,2880,17,56,0,18,113,3656,1142,217,2145,12,47,0,10,83,1305,1234,71,36.3,50.2,34.0,49.8,38.4,3.87,4.01,1.7,2.1,84.5,3.84,15.5,4.03,64,57.6,9.1,66.7,64.9,2.7,62.4,53.9,12.1,-,-,-,52.7,52.7,0,-,-,-,66.2,56.6,14.5,-,-,-,1181,63.3,56.6,7.7,1217,45143,37.7,50197,50.9,34671,0,-,2.1,37500,0,-,9.2,46719,0,-,31.1,45677,34.6,11.4,8.4,5.5
2066,12086000308,5392,1326,546,3317,3,94,1,5,100,4135,1028,476,2465,2,84,1,4,75,1500,1411,89,37.0,48.8,35.5,51.2,38.3,3.81,4.07,1.5,7.7,85.6,3.85,14.4,3.56,68.2,61.5,9.9,68.5,59.9,12.5,64,60.3,5.8,-,-,-,65.2,65.2,0,-,-,-,85.4,69.7,18.4,62.7,62.7,0,1363,78.4,70.1,10.7,1412,51667,38.7,44005,49.2,52315,0,-,2.1,-,0,-,6.4,95183,3.7,48088,32.1,64181,6.3,14.6,9.8,0
2067,12086000402,3419,360,26,3008,5,4,0,8,8,2499,266,12,2205,2,4,0,5,5,1230,1113,117,35.9,46.9,32.2,53.1,39.2,3.06,3.62,2.3,9.8,74.5,2.96,25.5,3.38,56.4,51.3,9,49.6,49.6,0,56.3,49.9,11.4,-,-,-,100,100,0,-,-,-,70.7,70.7,0,-,-,-,555,50.8,50.8,0,1193,34417,8.7,40489,87.3,33222,0,-,3,-,0,-,0.9,-,0,-,9.6,40190,39.1,17.9,19.5,6.4
2068,12086000403,6336,913,47,5319,20,3,1,7,26,4576,715,27,3791,19,1,1,6,16,2687,2219,468,32.8,44.8,31.0,55.2,34.6,2.83,3.47,2.2,11.7,46,3.03,54,2.65,56.7,47.1,15.8,35.5,30.2,14.9,58.1,47.1,17.5,100,100,0,-,-,-,-,-,-,25.7,25.7,0,0,0,-,709,52.6,50.2,4.6,2295,20187,6.5,10078,88.5,20820,1.6,-,0,-,0,-,3.1,15135,0.3,-,12.7,16066,44,29.6,18.6,29
2069,12086000404,6102,1373,133,4483,11,13,0,8,81,4643,1043,96,3416,7,12,0,5,64,2170,1920,250,35.9,45.9,33.8,54.1,38.2,3.17,3.69,1,18.2,63.2,3.49,36.8,2.63,60.1,53.5,11.1,70,65.1,7,55.3,48.4,12.5,100,100,0,100,89,11,-,-,-,79.5,75.4,5.2,64.3,41.1,36.1,908,72.9,66.7,8.5,1815,35339,14.2,51020,78.1,29957,0.8,-,0.9,45000,0,-,4.1,72083,1.9,46979,15.3,52368,27.6,17.9,14.6,15.6
2070,12086000405,4385,893,141,3210,12,32,0,19,78,3331,677,121,2424,8,28,0,11,62,1226,1163,63,36.7,48.4,34.6,51.6,39.0,3.76,4.0,1.3,3.7,86.9,3.72,13.1,4.06,71.4,56.9,20.4,64.1,59.7,6.9,75,57,24,-,-,-,-,-,-,-,-,-,35.6,35.6,0,73.8,73.8,0,674,57.7,53.4,7.5,1230,41775,20.7,34946,69.5,44871,0,-,0,-,0,-,8.5,39242,1.3,-,23,38220,12.8,21.9,14,6.8
2071,12086000408,5553,1489,193,3784,7,5,5,15,55,4026,1134,128,2698,7,5,3,9,42,1959,1782,177,33.2,49.1,31.8,50.9,34.5,3.08,3.68,2,6.3,40.6,3.48,59.4,2.81,57.9,48.5,16.1,42,37.4,11,62.5,51.9,16.9,48.4,48.4,0,-,-,-,-,-,-,100,83,17,100,48.7,51.3,1276,44.8,41.8,6.6,1761,20625,30,14898,66.2,24279,0,-,0,-,0,-,3.4,14474,0.5,-,33.2,14982,54.7,37.6,28.1,24.9
2072,12086000409,4677,1253,74,3176,1,43,1,15,114,3376,968,55,2229,0,30,0,8,86,1318,1244,74,32.2,48.7,31.8,51.3,32.5,3.76,4.04,1.3,3.1,54.2,4.0,45.8,3.47,69.5,61,12.3,62.7,55.1,12.1,77,66.9,13.2,-,-,-,50.7,50.7,0,-,-,-,50,46.6,6.9,27.7,27.7,0,1150,59.7,52.8,11.5,1243,33811,19.5,34022,69.9,32552,0,-,1.2,-,0,-,6.1,46875,3.2,10556,27.6,35084,18.1,25.4,12,8.4
2073,12086000410,4231,1206,88,2833,2,34,5,8,55,3194,939,74,2098,1,32,3,5,42,1167,1082,85,35.2,49.4,33.7,50.6,36.7,3.9,4.09,1.4,10.5,78,3.91,22,3.89,60,52.4,12.7,60,52.9,11.7,59.2,51.1,13.7,-,-,-,-,-,-,-,-,-,100,100,0,0,0,-,766,63.7,58.1,8.8,1074,32770,24.1,24018,68.2,38750,0,-,0,-,0,-,4.7,-,3.1,-,31.6,27688,28.6,18.5,14.4,19.4
2074,12086000411,5298,1076,83,4029,8,18,5,19,60,3859,801,63,2916,4,12,5,12,46,1757,1607,150,30.1,48.5,28.7,51.5,31.2,3.29,3.72,2.2,8.6,36.4,3.85,63.6,2.98,54.5,46.6,14.5,76.6,72.3,5.7,52.8,44.3,16.1,-,-,-,-,-,-,-,-,-,47.3,47.3,0,15.6,0,100,562,63.7,56.6,11.2,1610,19961,9.9,33816,87.4,18975,0,-,0,-,0,-,2.7,53875,0,-,15.1,30625,58.7,32.5,35,13.2
2075,12086000412,6711,2699,166,3775,6,8,6,8,43,5115,2134,103,2818,4,6,6,5,39,2337,2148,189,37.7,49.2,35.0,50.8,39.8,3.12,3.62,1.4,7.2,50.8,3.45,49.2,2.77,52.9,47.4,10.2,50.1,42.1,16.1,52.9,49.5,6.4,-,-,-,-,-,-,-,-,-,75.4,59.7,20.8,22.1,22.1,0,2074,50,41.8,16.5,2004,35054,28.5,29141,63.7,38833,0,-,0,-,0,-,5.7,35714,2.1,-,39,27578,36.4,24.7,13.3,11.4
2076,12086000413,4825,842,172,3679,8,28,4,19,73,3441,625,155,2567,4,23,4,10,53,1399,1314,85,31.9,47.9,30.1,52.1,33.5,3.67,3.91,1.9,5.2,70.8,3.71,29.2,3.57,59.2,42.6,28.1,76,61.5,19.1,58.3,42.4,27.4,-,-,-,-,-,-,-,-,-,52.2,22.4,57,47.5,47.5,0,715,64.8,41.1,36.5,1347,29814,13,38826,74.2,29556,0,-,0,-,0,-,11.2,18114,1.6,118382,23.2,19859,26.8,46.8,12.7,12.9
2077,12086000414,4640,492,137,3916,14,15,1,1,64,3310,376,116,2752,8,11,1,1,45,1893,1707,186,31.9,45,30.2,55,32.8,2.71,3.45,1,11.2,33.6,3.15,66.4,2.49,61.8,51.9,15.6,49.6,49.6,0,63.2,50.9,19,-,-,-,100,100,0,-,-,-,61.1,61.1,0,0,0,-,561,58.1,58.1,0,1707,35785,10.1,18477,84.1,37292,0,-,0.3,-,0,-,4.6,38237,0.8,-,12.5,20469,20.9,36.9,23.3,0
2078,12086000501,7578,2859,278,4313,9,48,1,9,61,5717,2144,220,3243,6,41,1,7,55,1970,1880,90,27.7,47.5,26.4,52.5,29.1,3.51,3.8,1.7,4.4,58.8,3.63,41.2,3.34,53,43.3,18.3,58.9,49,16.8,49,39.5,19.3,0,0,-,0,0,-,-,-,-,89.8,75.2,16.3,-,-,-,2048,64.8,54.8,15.5,2013,31836,38.6,30833,56.4,34679,1.3,"2,500-",0,-,0,-,3.6,19821,0,-,38.6,29801,36.8,21.5,18.1,5
2079,12086000503,6782,2491,179,4046,4,20,0,3,39,4667,1918,119,2587,3,16,0,1,23,2574,2204,370,28.8,47.4,27.3,52.6,29.8,3.07,3.56,2.3,11.8,27.9,3.69,72.1,2.83,60.4,53.9,10.8,69.6,63.5,8.9,55.2,46.8,15.2,79.7,79.7,0,-,-,-,-,-,-,69.6,69.6,0,30.1,30.1,0,2103,66.6,61.9,7.1,2523,22708,26,36458,65.7,17012,1.1,-,0,-,0,-,5.3,55893,1.9,33289,30.7,39792,25.2,35.2,16.6,37.9
2080,12086000504,4370,2192,108,2015,13,7,2,4,29,3293,1717,76,1462,7,6,2,2,21,1480,1336,144,37.1,49.3,35.1,50.7,38.8,3.27,3.59,1.8,13.2,57.7,3.57,42.3,2.85,52.3,49.1,6.1,48.2,41.8,13.2,60.4,58.3,3.4,-,-,-,-,-,-,-,-,-,19.7,19.7,0,47.1,47.1,0,1578,44.6,41.3,7.4,1539,28493,36.5,21161,50.6,41401,0,-,0,-,0,-,11.8,22529,1.2,-,48.1,23081,24,14.3,12.5,0
2081,12086000505,5255,4910,238,97,0,6,0,3,1,4195,3948,146,94,0,4,0,2,1,1846,1764,82,40.4,48.6,37.7,51.4,43.1,2.89,3.33,0.7,3.8,49.7,3.0,50.3,2.79,52,48.2,7.2,53.6,50.1,6.6,24.2,17.1,29.4,-,-,-,-,-,-,-,-,-,100,100,0,0,0,-,3998,56.6,52.5,7.3,1917,26956,95.9,27191,2.5,14318,0,-,0,-,0,-,0.8,-,0.7,-,94.8,27966,32.1,30.7,13.1,9.9
2082,12086000601,5412,5024,370,7,2,3,0,2,4,4408,4168,227,5,2,3,0,1,2,1530,1466,64,43.8,49.2,42.6,50.8,44.9,3.68,3.66,1.2,2.4,75.2,3.73,24.8,3.5,57.4,52.8,8,55.5,50.7,8.7,100,100,0,-,-,-,-,-,-,-,-,-,81.3,81.3,0,-,-,-,4477,57.2,52.4,8.3,1592,45288,97.6,41250,0,-,0,-,0,-,0,-,2.4,65114,0,-,98,41574,18.5,1.6,0.6,1.3
2083,12086000602,5501,5134,337,13,0,2,0,6,9,4521,4266,236,7,0,2,0,4,6,1492,1462,30,43.0,49.6,41.6,50.4,44.4,3.75,3.73,0.7,2,77,3.78,23,3.67,60.9,56.1,7.9,61.3,56,8.7,-,-,-,-,-,-,-,-,-,-,-,-,62.9,62.9,0,0,0,-,4205,61.2,57.3,6.4,1502,44750,85.6,54300,0,-,0,-,0,-,0,-,13.7,21395,0.7,-,94,45305,16.2,26.8,3,0
2084,12086000603,5508,5160,321,18,1,6,0,0,2,4547,4337,188,13,1,6,0,0,2,1605,1543,62,43.5,49.3,42.5,50.7,44.4,3.55,3.57,2,2.5,67.7,3.73,32.3,3.18,66.2,62,6.4,66.1,62.1,6.2,50,0,100,-,-,-,-,-,-,-,-,-,72.7,72.7,0,-,-,-,4384,66.2,61.7,6.8,1619,45424,96.4,45313,0.7,-,0,-,0,-,0,-,2.9,60759,0,-,96.1,45759,19,18,10.3,0
2085,12086000604,6447,6072,313,25,4,24,0,3,6,5346,5128,176,15,3,20,0,0,4,1872,1788,84,44.4,49.5,43.8,50.5,45.2,3.58,3.6,1.3,4.6,65,3.69,35,3.38,55.3,51,7.8,55.3,51.3,7.1,55.2,55.2,0,-,-,-,-,-,-,-,-,-,57.8,20.3,64.9,-,-,-,5155,56.2,51.7,8.1,1941,33361,97.2,33762,0.7,-,0,-,0,-,0,-,2.1,21406,0,-,96.9,33384,16.3,16.1,28.9,0
2086,12086000605,4806,4592,177,17,0,10,0,0,10,3943,3810,106,15,0,8,0,0,4,1295,1257,38,43.4,49.4,42.3,50.6,44.4,3.81,3.84,0.8,2.8,73,3.92,27,3.5,55.4,47.3,14.1,55.6,47.6,13.9,100,100,0,-,-,-,-,-,-,-,-,-,28.6,21.9,23.3,76.4,56.4,26.2,3402,56,47.8,14.3,1356,36842,94.5,36579,1.8,-,0,-,0,-,0,-,2.9,117880,0.8,-,96.1,37708,19.6,11.6,10.4,0
2087,12086000607,4923,4648,256,5,1,0,0,5,8,4132,3969,150,3,1,0,0,4,5,1535,1486,49,45.4,49.8,43.1,50.2,47.8,3.31,3.44,0.9,1.2,67.2,3.53,32.8,2.86,58.5,51.8,11.5,58.7,51.9,11.6,-,-,-,-,-,-,47.4,47.4,0,-,-,-,58.4,50.5,13.5,-,-,-,4235,58.9,51.9,11.9,1533,31623,95,30878,0,-,0,-,2.3,32250,0,-,2.6,74113,0,-,95.3,31406,29.1,11.3,4.5,6
2088,12086000608,7159,6873,204,62,4,1,0,12,3,5893,5697,125,57,3,1,0,7,3,2356,2292,64,42.9,50.2,42.2,49.8,43.6,3.06,3.38,0.7,2.3,31,3.7,69,2.77,51.6,46,10.9,53,47.9,9.6,37.9,27.2,28.3,-,-,-,-,-,-,-,-,-,41.7,29.4,29.4,0,0,-,5671,52.4,46.6,11.1,2378,26627,94.3,27619,2.9,16735,0,-,0,-,0,-,2.9,21333,0,-,98.4,26766,44.1,19.9,18.6,11.9
2089,12086000705,4683,4505,135,22,2,12,0,3,4,3965,3877,59,12,2,10,0,3,2,2090,1929,161,48.7,43.3,44.3,56.7,53.3,2.42,2.97,0.1,10,41.1,2.55,58.9,2.32,51.2,48.8,4.6,50.4,49.2,2.5,22.5,22.5,0,-,-,-,-,-,-,-,-,-,63.5,63.5,0,64.6,13.3,79.5,4584,51.2,48.8,4.7,2205,24283,93.4,24349,1.1,9732,0,-,0,-,0,-,4.2,34118,1.3,14766,100,24283,30.7,21.2,15.7,5.1
2090,12086000706,7688,7447,193,9,15,10,0,7,7,6344,6239,74,5,11,8,0,5,2,2826,2763,63,44.6,46,42.1,54,46.6,2.78,3.17,0.4,1.6,38.5,2.85,61.5,2.74,50.7,46.7,7.8,51.3,47.8,6.8,68.1,55.6,18.3,-,-,-,-,-,-,-,-,-,44.4,35.7,19.5,7.8,0,100,6507,49.7,46,7.6,2797,28972,90.3,29301,2.5,65036,0,-,0,-,0,-,5,14603,2.2,9345,98.5,28538,34.5,17.5,14.7,15.2
2091,12086000707,6641,6302,259,18,0,47,1,8,6,5426,5227,136,9,0,46,1,1,6,1999,1958,41,43.3,48.2,41.2,51.8,44.9,3.39,3.57,0.6,2.4,70.4,3.43,29.6,3.3,62.7,58.7,6.4,63.5,59.6,6.1,100,100,0,-,-,-,71.4,71.4,0,-,-,-,53.5,47.8,10.8,78.9,78.9,0,6174,62.8,58.8,6.4,2118,43333,87.7,41397,0.8,49500,0,-,0.4,-,0,-,10.5,52639,0.7,-,97.3,42215,12.2,16.9,3.2,9.2
2092,12086000708,6480,6002,375,15,9,67,0,1,11,5432,5149,211,10,3,50,0,1,8,2139,2064,75,45.0,48,42.9,52,46.9,3.09,3.39,0.5,4.9,55.3,3.51,44.7,2.57,62.4,56.7,8.9,60.8,54.9,9.7,25,25,0,-,-,-,71.1,71.1,0,-,-,-,88.9,88.9,0,100,89.1,0,4809,61.6,55.8,9.5,1984,42587,92.1,42353,0.8,9167,0,-,0.8,-,0,-,4.7,34634,1.5,58438,94.8,41422,23.1,23.5,0.7,9.6
2093,12086000709,6109,5889,191,11,1,1,0,1,15,5152,5042,89,8,1,1,0,0,11,2073,2022,51,45.6,49.5,44.7,50.5,46.4,3.01,3.23,0.9,1.2,44.9,3.21,55.1,2.86,53.4,49.4,7.4,51.4,46.9,8.6,35.2,35.2,0,-,-,-,-,-,-,-,-,-,86.6,86.6,0,56.7,56.7,0,4744,53.5,49.5,7.5,1891,28884,90.1,27930,1.2,-,0,-,0,-,0,-,7.2,36250,1.5,30368,99.3,29059,25.2,11.6,11.6,25.1
2094,12086000710,5451,5328,112,7,0,4,0,0,0,4410,4368,35,3,0,4,0,0,0,2187,2068,119,43.2,48.1,42.1,51.9,44.5,2.63,2.99,2.9,3.9,11.2,3.27,88.8,2.55,57.5,52.6,8.6,57.4,52.2,9.1,100,100,0,0,0,-,-,-,-,-,-,-,50.3,50.3,0,-,-,-,4190,57.5,52.7,8.4,2038,20138,93.6,19477,2.6,-,0.7,-,0,-,0,-,3.1,28879,0,-,99.8,20173,33,28,27.7,33.3
2095,12086000711,5768,5326,145,285,2,3,1,2,4,4639,4321,74,235,2,3,1,1,2,1893,1824,69,42.0,47.7,40.7,52.3,43.4,3.15,3.4,1.4,3.1,39.7,3.55,60.3,2.9,53.8,45.2,16,53.3,45,15.6,58.9,46.2,21.6,-,-,-,-,-,-,-,-,-,54.9,54.9,0,-,-,-,4767,53.6,45.5,15.1,1890,29482,91.9,27282,7.2,74638,0,-,0,-,0,-,0.8,-,0,-,93.5,27607,17.5,23.2,19,11.5
2096,12086000712,2498,2409,79,5,0,1,0,3,1,1986,1937,42,5,0,1,0,0,1,820,770,50,38.9,49.8,38.1,50.2,40.3,3.23,3.32,1.7,7.3,29.4,3.59,70.6,3.08,58.5,54.4,7,59.4,54.9,7.6,50,50,0,-,-,-,-,-,-,-,-,-,49.7,49.7,0,-,-,-,1639,58.5,54.4,7,755,26925,92.8,25853,0.3,-,0,-,0,-,0,-,6.9,29412,0,-,100,26925,27.6,9.7,9.6,19.3
2097,12086000804,4864,4621,213,9,4,6,0,3,8,3975,3837,118,7,4,6,0,0,3,1476,1434,42,43.1,48.3,41.8,51.7,44.2,3.37,3.51,1.3,1.7,43.7,3.69,56.3,3.13,55.1,51.6,6.3,55,51.9,5.6,51.2,51.2,0,-,-,-,-,-,-,-,-,-,71.1,42.1,40.7,100,0,100,3538,54.7,51.1,6.6,1506,23919,93.7,24561,3.9,19750,0,-,0,-,0,-,1.8,19609,0.7,-,94.9,22804,34.3,20,18.2,11.7
